sesion,num_votacion,fecha,legislatura,num_expediente,presentes,si,no,abs,titulo,texto_expediente,titulo_subgrupo,texto_subgrupo
"136","33","10/10/2013","10","121/000048","320","116","187","17","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Mixto (Sr. Tardà)","Enmienda 384"
"136","34","10/10/2013","10","121/000048","319","27","197","95","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Mixto (Sr. Tardà)","Enmiendas 391, 392, 401, 402, 407, 408, 421 y 426"
"136","35","10/10/2013","10","121/000048","319","27","187","105","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Mixto (Sr. Tardà)","Enmiendas 395, 404, 405, 410, 411, 424, 484, 485, 529, 536, 538 y 539"
"136","36","10/10/2013","10","121/000048","318","37","280","1","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Mixto (Sr. Tardà)","Enmiendas 397, 442, 445, 448, 449, 450, 475, 476, 479, 486, 492, 494, 501, 502, 503, 505, 506, 511, 512, 514, 515, 516, 518 a 521, 524, 526, 527 y 533"
"136","37","10/10/2013","10","121/000048","320","25","279","16","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Mixto (Sr. Tardà)","Enmiendas 429, 487, 488, 497, 499, 500, 525, 532, 534, 535, 537, 540 y 541"
"136","38","10/10/2013","10","121/000048","321","28","283","10","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Mixto (Sr. Tardà)","Enmiendas 448 "
"136","39","10/10/2013","10","121/000048","320","119","187","14","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Mixto (Sr. Tardà)","Enmienda 454"
"136","40","10/10/2013","10","121/000048","321","27","281","13","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Mixto (Sr. Tardà)"," Enmienda 457"
"136","41","10/10/2013","10","121/000048","320","28","290","2","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Mixto (Sr. Tardà)","Enmienda 489"
"136","42","10/10/2013","10","121/000048","319","12","285","22","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Mixto (Sr. Tardà)","Enmienda 490"
"136","43","10/10/2013","10","121/000048","320","18","289","13","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Mixto (Sr. Tardà)","Enmienda 491"
"136","44","10/10/2013","10","121/000048","319","117","187","15","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Mixto (Sr. Tardà)","Enmienda 493"
"136","45","10/10/2013","10","121/000048","316","27","189","100","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Mixto (Sr. Tardà)","Enmienda 528"
"136","46","10/10/2013","10","121/000048","320","22","282","16","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Mixto (Sr. Tardà)","Enmienda 531"
"136","47","10/10/2013","10","121/000048","319","127","187","5","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Mixto (Sr. Tardà)","Resto de enmiendas"
"136","48","10/10/2013","10","121/000048","320","13","281","26","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Mixto (Sra. Aristegi y Sr. Errekondo)","Votación  en bloque de las enmiendas"
"136","49","10/10/2013","10","121/000048","320","18","292","10","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Enmienda 327"
"136","50","10/10/2013","10","121/000048","319","118","190","11","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Enmiendas 331 y 346"
"136","51","10/10/2013","10","121/000048","319","14","291","14","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Enmiendas 328, 332, 333, 334, 338, 340, 341, 342, 343, 359, 360 y 361"
"136","52","10/10/2013","10","121/000048","317","23","291","3","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Enmiendas 335 a 337"
"136","53","10/10/2013","10","121/000048","319","14","293","12","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Enmienda 339"
"136","54","10/10/2013","10","121/000048","320","132","188","0","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Enmienda 344"
"136","55","10/10/2013","10","121/000048","319","26","190","103","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Enmienda 345"
"136","56","10/10/2013","10","121/000048","319","108","198","13","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Enmienda 347"
"136","57","10/10/2013","10","121/000048","320","25","198","97","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Enmienda 348"
"136","58","10/10/2013","10","121/000048","319","29","192","98","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Enmienda 349"
"136","59","10/10/2013","10","121/000048","318","119","196","3","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Enmienda 350"
"136","60","10/10/2013","10","121/000048","318","115","192","11","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Enmienda 351"
"136","61","10/10/2013","10","121/000048","317","29","194","94","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Enmienda 352"
"136","62","10/10/2013","10","121/000048","318","119","187","12","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Enmienda 353"
"136","63","10/10/2013","10","121/000048","319","121","198","0","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Enmienda 356"
"136","64","10/10/2013","10","121/000048","320","132","188","0","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Enmiendas 357, 362, 366, 367 y 368"
"136","65","10/10/2013","10","121/000048","319","28","281","10","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Enmienda 358"
"136","66","10/10/2013","10","121/000048","320","28","281","11","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Enmienda 363"
"136","67","10/10/2013","10","121/000048","318","27","290","1","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Enmienda 365"
"136","68","10/10/2013","10","121/000048","320","25","291","4","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Resto de enmiendas"
"136","69","10/10/2013","10","121/000048","321","6","312","3","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario de Unión Progreso y Democracia","Enmiendas 214, 222, 223 y 243"
"136","70","10/10/2013","10","121/000048","321","97","221","3","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario de Unión Progreso y Democracia","Enmienda 216"
"136","71","10/10/2013","10","121/000048","320","19","286","15","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario de Unión Progreso y Democracia","Enmiendas 224 a 227"
"136","72","10/10/2013","10","121/000048","322","113","207","2","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario de Unión Progreso y Democracia","Enmienda 228"
"136","73","10/10/2013","10","121/000048","321","5","300","16","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario de Unión Progreso y Democracia","Enmienda 233"
"136","74","10/10/2013","10","121/000048","320","7","298","15","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario de Unión Progreso y Democracia","Enmienda 237"
"136","75","10/10/2013","10","121/000048","321","5","315","1","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario de Unión Progreso y Democracia","Resto de enmiendas"
"136","76","10/10/2013","10","121/000048","320","111","184","25","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural","Enmiendas 13, 16 a 39, 41, 42, 43, 47, 48, 56, 59, 64, 66, 67, 70, 72 a 78, 84 a 86, 100, 103, 107, 110, 118, 120, 133 a 137, 139, 144, 152, 157 y 159"
"136","77","10/10/2013","10","121/000048","312","16","280","16","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural","Enmiendas 14, 40 y 68"
"136","78","10/10/2013","10","121/000048","316","107","200","9","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural","Enmiendas 45, 121, 123, 129, 130, 138, 140, 142, 143, 146, 147, 150 y 155"
"136","79","10/10/2013","10","121/000048","314","17","189","108","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural","Enmiendas 46, 61, 62, 63, 71, 83, 99, 113, 141, 166, 167 y 168"
"136","80","10/10/2013","10","121/000048","313","22","181","110","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural","Enmienda 51"
"136","81","10/10/2013","10","121/000048","316","17","290","9","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural","Enmienda 60"
"136","82","10/10/2013","10","121/000048","316","23","192","101","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural","Enmiendas 87 y 127"
"136","83","10/10/2013","10","121/000048","316","131","185","0","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural","Enmienda 88"
"136","84","10/10/2013","10","121/000048","314","34","275","5","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural","Enmiendas 95 y 114"
"136","85","10/10/2013","10","121/000048","315","22","276","17","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural","Enmienda 96"
"136","86","10/10/2013","10","121/000048","315","116","195","4","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural","Enmienda 106"
"136","87","10/10/2013","10","121/000048","316","18","197","101","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural","Enmiendas 116, 117, 122, 124, 131, 154, 156, 162, 163, 164, 165, 169 y 170"
"136","88","10/10/2013","10","121/000048","313","17","288","8","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural","Enmiendas 125 y 126"
"136","89","10/10/2013","10","121/000048","316","126","185","5","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural","Resto de enmiendas"
"136","90","10/10/2013","10","121/000048","316","124","189","3","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Catalán (CiU)","Enmiendas 542, 543, 545, 546, 548, 555, 556, 558, 559, 561, 563, 566, 568, 569, 571, 572, 573, 574, 577, 578, 585, 587, 588, 590, 597, 598, 600, 603, 606, 607, 608, 609 y 610"
"136","91","10/10/2013","10","121/000048","316","32","190","94","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Catalán (CiU)","Enmiendas 544, 552, 553 y 591"
"136","92","10/10/2013","10","121/000048","312","32","187","93","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Catalán (CiU)","Enmiendas 549, 550, 554, 570 y 576"
"136","93","10/10/2013","10","121/000048","315","117","197","1","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Catalán (CiU)","Enmienda 565"
"136","94","10/10/2013","10","121/000048","315","29","280","6","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Catalán (CiU)","Enmiendas 575, 580, 583, 601, 602 y 613"
"136","95","10/10/2013","10","121/000048","316","15","291","10","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Catalán (CiU)","Enmiendas 579, 595, 611 y 612"
"136","96","10/10/2013","10","121/000048","315","126","188","1","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas del Grupo Parlamentario Catalán (CiU)","Resto de enmiendas"
"136","97","10/10/2013","10","121/000048","314","95","200","19","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas y votos particulares del Grupo Parlamentario Socialista","Enmiendas 614 y 713"
"136","98","10/10/2013","10","121/000048","315","112","182","21","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas y votos particulares del Grupo Parlamentario Socialista","Enmiendas 616, 620, 625, 665, 666, 670, 671, 674, 676, 689, 697, 698, 705 y 711 "
"136","99","10/10/2013","10","121/000048","314","111","196","7","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas y votos particulares del Grupo Parlamentario Socialista","Enmiendas 619, 667, 691 y 695"
"136","100","10/10/2013","10","121/000048","311","110","182","19","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas y votos particulares del Grupo Parlamentario Socialista","Enmiendas 622, 663, 679, 680, 684 y 707"
"136","101","10/10/2013","10","121/000048","312","105","197","10","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas y votos particulares del Grupo Parlamentario Socialista","Enmienda 635"
"136","102","10/10/2013","10","121/000048","314","112","185","17","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas y votos particulares del Grupo Parlamentario Socialista","Enmiendas 642 y 643 "
"136","103","10/10/2013","10","121/000048","316","109","188","19","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas y votos particulares del Grupo Parlamentario Socialista","Enmienda 644"
"136","104","10/10/2013","10","121/000048","316","123","185","8","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas y votos particulares del Grupo Parlamentario Socialista","Enmienda 645"
"136","105","10/10/2013","10","121/000048","316","116","184","16","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas y votos particulares del Grupo Parlamentario Socialista","Enmienda 646"
"136","106","10/10/2013","10","121/000048","316","118","183","15","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas y votos particulares del Grupo Parlamentario Socialista","Enmienda 647"
"136","107","10/10/2013","10","121/000048","316","132","184","0","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas y votos particulares del Grupo Parlamentario Socialista","Enmienda 648"
"136","108","10/10/2013","10","121/000048","313","112","183","18","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas y votos particulares del Grupo Parlamentario Socialista","Enmienda 669"
"136","109","10/10/2013","10","121/000048","315","96","184","35","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas y votos particulares del Grupo Parlamentario Socialista","Enmiendas 672, 673 y 675"
"136","110","10/10/2013","10","121/000048","314","126","187","1","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas y votos particulares del Grupo Parlamentario Socialista","Resto de enmiendas"
"136","111","10/10/2013","10","121/000048","313","113","181","19","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas y votos particulares del Grupo Parlamentario Socialista","Votos particulares 1, 2, 4, 8, 9 y 10"
"136","112","10/10/2013","10","121/000048","315","127","182","6","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica para la mejora de la calidad educativa.","Enmiendas y votos particulares del Grupo Parlamentario Socialista","Resto de votos particulares"
"137","1","15/10/2013","10","121/000051","319","141","173","5","Debates de totalidad de iniciativas legislativas.","Proyecto de Ley de la Acción y del Servicio Exterior del Estado.","Enmiendas de devolución","Votación conjunta de las enmiendas a la totalidad de devolución presentadas al Proyecto de Ley de la Acción Exterior y del Servicio Exterior del Estado por el Grupo Parlamentario Mixto (Sra. Pérez Fernández, Sr. Iñarritu y Sr. Bosch), el Grupo Parlamentario Vasco (EAJ-PNV), el Grupo Parlamentario Socialista y el Grupo Parlamentario Catalán (Convergència i Unió)."
"137","2","15/10/2013","10","121/000051","320","17","182","121","Debates de totalidad de iniciativas legislativas.","Proyecto de Ley de la Acción y del Servicio Exterior del Estado.","Enmienda de texto alternativo","Votación de la enmienda de texto alternativo presentada por el Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural al Proyecto de Ley de la Acción y del Servicio Exterior del Estado."
"137","3","15/10/2013","10","122/000106","319","146","173","0","Toma en consideración de Proposiciones de Ley.","Proposición de Ley de modificación de la Ley 1/2000, de 7 de enero, de Enjuiciamiento Civil, para la tutela judicial colectiva de consumidores y usuarios.","",""
"137","4","15/10/2013","10","122/000111","318","141","177","0","Toma en consideración de Proposiciones de Ley.","Proposición de Ley de modificación de la Ley 37/1992, de 28 de diciembre, del Impuesto sobre el Valor Añadido, para establecer un tipo superreducido temporal para los servicios turísticos prestados por entidades que operen y tengan domicilio fiscal en el Val d'Aran, en el Alto Pirineo catalán y en el Pirineo oscense.","",""
"139","1","17/10/2013","10","162/000707","307","133","173","1","Proposiciones no de Ley.","Proposición no de Ley del Grupo Parlamentario Socialista sobre la propuesta de reforma de la Demarcación y Planta Judicial.","",""
"139","2","17/10/2013","10","162/000647","313","133","175","5","Proposiciones no de Ley.","Proposición no de Ley del Grupo Parlamentario Mixto (Sra. Fernández y Sra. Pérez) relativa a la reforma de la planta judicial para ofrecer un adecuado servicio a la ciudadanía y facilitar el acceso a la justicia.","Votación separada por puntos","Puntos 1 y 3"
"139","3","17/10/2013","10","162/000647","313","38","180","95","Proposiciones no de Ley.","Proposición no de Ley del Grupo Parlamentario Mixto (Sra. Fernández y Sra. Pérez) relativa a la reforma de la planta judicial para ofrecer un adecuado servicio a la ciudadanía y facilitar el acceso a la justicia.","Votación separada por puntos"," Punto 2"
"139","4","17/10/2013","10","162/000670","313","172","141","0","Proposiciones no de Ley.","Proposición no de Ley relativa a la creación de una cartera de servicios sociosanitarios.","",""
"139","5","17/10/2013","10","173/000110","313","134","179","0","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente del Grupo Parlamentario Mixto (Sr. Quevedo), sobre la corrección del injusto sistema de financiación autonómica y la necesidad de partidas específicas en los Presupuestos Generales del Estado para el año 2014 para paliar el grave deterioro de los servicios públicos y la dramática situación de paro que vive Canarias.  Se vota en los términos resultantes de la incorporación de la enmienda de adición del Grupo Parlamentario Socialista.","",""
"139","6","17/10/2013","10","173/000111","308","132","174","2","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente del Grupo Parlamentario Socialista, sobre las medidas que piensa adoptar el Gobierno ante la situación actual en el Sistema Nacional de Salud.","",""
"139","7","17/10/2013","10","173/000112","308","21","178","109","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente del Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural, sobre medidas que piensa adoptar el Gobierno para mejorar la seguridad en el transporte ferroviario y optimizar la red ferroviaria existente tanto de alta velocidad como convencional y de cercanías.","Votación separada de los puntos","Punto primero"
"139","8","17/10/2013","10","173/000112","308","18","273","17","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente del Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural, sobre medidas que piensa adoptar el Gobierno para mejorar la seguridad en el transporte ferroviario y optimizar la red ferroviaria existente tanto de alta velocidad como convencional y de cercanías.","Votación separada de los puntos","Punto segundo"
"139","9","17/10/2013","10","121/000044","312","174","126","12","Enmiendas del Senado.","Proyecto de Ley para la garantía del suministro e incremento de la competencia en los sistemas eléctricos insulares y extrapeninsulares.  Votación en bloque de las enmiendas.","",""
"139","10","17/10/2013","10","121/000054","313","184","102","27","Enmiendas del Senado.","Proyecto de Ley por la que se establecen determinadas medidas en materia de fiscalidad medioambiental y se adoptan otras medidas tributarias y financieras.","Votación separada de las enmiendas","Enmienda al artículo 1, apartado Segundo, Nueve"
"139","11","17/10/2013","10","121/000054","312","191","114","7","Enmiendas del Senado.","Proyecto de Ley por la que se establecen determinadas medidas en materia de fiscalidad medioambiental y se adoptan otras medidas tributarias y financieras.","Votación separada de las enmiendas","Enmienda al artículo 2 apartado Segundo, Dos"
"139","12","17/10/2013","10","121/000054","312","282","15","15","Enmiendas del Senado.","Proyecto de Ley por la que se establecen determinadas medidas en materia de fiscalidad medioambiental y se adoptan otras medidas tributarias y financieras.","Votación separada de las enmiendas","Enmienda al artículo 6 apartado Cinco"
"139","13","17/10/2013","10","121/000054","313","174","115","24","Enmiendas del Senado.","Proyecto de Ley por la que se establecen determinadas medidas en materia de fiscalidad medioambiental y se adoptan otras medidas tributarias y financieras.","Votación separada de las enmiendas","Resto de las enmiendas"
"139","14","17/10/2013","10","121/000049","315","25","174","116","Debates de totalidad de iniciativas legislativas.","Votación conjunta de las enmiendas a la totalidad de devolución presentadas al Proyecto de Ley de cajas de ahorros y fundaciones bancarias por el Grupo Parlamentario de Unión Progreso y Democracia, el Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural y el Grupo Mixto (Sr. Larreina, Sra. Fernández Davila y Sra. Jordà).","",""
"139","15","17/10/2013","10","121/000050","314","17","197","100","Debates de totalidad de iniciativas legislativas.","Votación  de la enmienda a la totalidad de devolución presentada al Proyecto de Ley de seguridad privada por el Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural . ","",""
"139","16","17/10/2013","10","121/000058","315","136","178","1","Debates de totalidad de iniciativas legislativas.","Votación conjunta de las enmiendas a la totalidad de devolución presentadas al Proyecto de Ley de racionalización y sostenibilidad de la Administración Local por el Grupo Parlamentario Mixto (Sra. Enbeita, Sra. Barkos, Sr. Baldoví, Sra. Fernández Davila y Sra. Jordà), el Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural, el Grupo Parlamentario de Unión Progreso y Democracia, el Grupo Parlamentario Catalán (Convergència i Unió) y el Grupo Parlamentario Socialista.","",""
